EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10082209,MADISON CO., ,03/13/1990,1930,Tornado,0,F1,0,0,2500000,0,NE,CST, , ,C,119, ,0,0, , ,.6,73,0, ,0, , ,03/13/1990,1930,41.98,-97.57, , ,"","",165
10037705,WABAUNSEE CO., ,03/13/1990,1935,Tornado,0,F2,0,0,2500000,0,KS,CST, , ,C,197, ,0,0, , ,10,220,0, ,0, , ,03/13/1990,1935,38.93,-96.48,39.02,-96.45,"","",166
10027340,BOONE CO., ,03/13/1990,1935,Tornado,0,F1,0,0,250000,0,IA,CST, , ,C,15, ,0,0, , ,1,30,0, ,0, , ,03/13/1990,1935,42.18,-93.85, , ,"","",167
10102075,GARVIN CO., ,03/13/1990,1940,Tornado,0,F3,0,0,2500000,0,OK,CST, , ,C,49, ,0,0, , ,1,200,0, ,0, , ,03/13/1990,1940,34.52,-97.43,34.52,-97.42,"","",168
10082210,THAYER CO., ,03/13/1990,1945,Tornado,0,F3,0,0,2500000,0,NE,CST, , ,C,169, ,0,0, , ,2,180,0, ,0, , ,03/13/1990,1945,40.32,-97.67,40.35,-97.62,"","",169
10082212,SEWARD CO., ,03/13/1990,1945,Tornado,0,F4,0,0,25000000,0,NE,CST, , ,C,159, ,0,0, , ,4,440,0, ,0, , ,03/13/1990,1945,41.03,-97.37,41.03,-97.33,"","",170
10082211,THAYER CO., ,03/13/1990,1945,Tornado,0,F3,0,0,250000,0,NE,CST, , ,C,169, ,0,0, , ,13,150,0, ,0, , ,03/13/1990,1945,40.02,-97.62,40.17,-97.47,"","",171
10082213,FILLMORE CO., ,03/13/1990,1948,Tornado,0,F3,0,0,2500000,0,NE,CST, , ,C,59, ,0,0, , ,23,180,0, ,0, , ,03/13/1990,1948,40.35,-97.62,40.62,-97.40,"","",172
10102077,GARVIN CO., ,03/13/1990,1950,Tornado,0,F2,0,0,2500000,0,OK,CST, , ,C,49, ,0,0, , ,28,150,0, ,0, , ,03/13/1990,1950,34.50,-97.45,34.82,-97.10,"","",173
10027341,HAMILTON CO., ,03/13/1990,1950,Tornado,0,F2,0,0,2500000,0,IA,CST, , ,C,79, ,0,0, , ,6,50,0, ,0, , ,03/13/1990,1950,42.30,-93.88,42.30,-93.77,"","",174
10037706,SALINE CO., ,03/13/1990,1950,Tornado,0,F0,0,0,0,0,KS,CST, , ,C,169, ,0,0, , ,.2,10,0, ,0, , ,03/13/1990,1950,38.80,-97.63, , ,"","",175
10027342,POLK CO., ,03/13/1990,1955,Tornado,0,F2,0,15,2500000,0,IA,CST, , ,C,153, ,0,0, , ,12,60,0, ,0, , ,03/13/1990,1955,41.73,-93.62,41.93,-93.50,"","",176
10082214,BUTLER CO., ,03/13/1990,1955,Tornado,0,F4,0,0,25000000,0,NE,CST, , ,C,23, ,0,0, , ,30,440,0, ,0, , ,03/13/1990,1955,41.03,-97.33,41.43,-97.03,"","",177
10037707,POTTAWATOMIE CO., ,03/13/1990,2003,Tornado,0,F1,0,0,250000,0,KS,CST, , ,C,149, ,0,0, , ,2,50,0, ,0, , ,03/13/1990,2003,39.20,-96.23, , ,"","",178
10102078,CREEK CO., ,03/13/1990,2010,Tornado,0,F2,0,0,250000,0,OK,CST, , ,C,37, ,0,0, , ,2,340,0, ,0, , ,03/13/1990,2010,35.70,-96.23,35.73,-96.22,"","",179
10027344,STORY CO., ,03/13/1990,2013,Tornado,0,F2,0,0,2500000,0,IA,CST, , ,C,169, ,0,0, , ,3,60,0, ,0, , ,03/13/1990,2013,41.93,-93.50,41.88,-93.40,"","",180
10102079,OKMULGEE CO., ,03/13/1990,2015,Tornado,0,F2,0,0,250000,0,OK,CST, , ,C,111, ,0,0, , ,7,340,0, ,0, , ,03/13/1990,2015,35.73,-96.22,35.77,-96.12,"","",181
10027345,STORY CO., ,03/13/1990,2036,Tornado,0,F3,0,1,250000,0,IA,CST, , ,C,169, ,0,0, , ,9,100,0, ,0, , ,03/13/1990,2036,42.02,-93.38,42.13,-93.30,"","",182
10037708,CLOUD CO., ,03/13/1990,2040,Tornado,0,F0,0,0,0,0,KS,CST, , ,C,29, ,0,0, , ,.2,10,0, ,0, , ,03/13/1990,2040,39.53,-97.67, , ,"","",183
10082218,COLFAX CO., ,03/13/1990,2045,Tornado,0,F4,0,0,25000000,0,NE,CST, , ,C,37, ,0,0, , ,4,440,0, ,0, , ,03/13/1990,2045,41.43,-97.03,41.45,-97.00,"","",184
10069826,POLK CO., ,03/13/1990,2130,Tornado,0,F2,0,0,2500000,0,MO,CST, , ,C,167, ,0,0, , ,2,600,0, ,0, , ,03/13/1990,2130,37.47,-93.28, , ,"","",185
10082226,THURSTON CO., ,03/13/1990,2201,Tornado,0,F1,0,0,250000,0,NE,CST, , ,C,173, ,0,0, , ,1.5,50,0, ,0, , ,03/13/1990,2201,42.02,-96.57, , ,"","",186
10034315,LABETTE CO., ,03/14/1990,45,Tornado,0,F1,0,0,250000,0,KS,CST, , ,C,99, ,0,0, , ,2,50,0, ,0, , ,03/14/1990,45,37.02,-95.10, , ,"","",187
10069829,JASPER CO., ,03/14/1990,749,Tornado,0,F1,0,0,25000,0,MO,CST, , ,C,97, ,0,0, , ,.5,50,0, ,0, , ,03/14/1990,749,37.08,-94.47, , ,"","",188
9990989,BENTON CO., ,03/14/1990,800,Tornado,0,F0,0,0,0,0,AR,CST, , ,C,7, ,0,0, , ,.2,50,0, ,0, , ,03/14/1990,800,36.38,-94.25, , ,"","",189
10136659,BELL CO., ,03/14/1990,945,Tornado,0,F3,0,0,250000,0,TX,CST, , ,C,27, ,0,0, , ,9,50,0, ,0, , ,03/14/1990,945,31.07,-97.50,31.10,-97.35,"","",190
10136661,HILL CO., ,03/14/1990,959,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,217, ,0,0, , ,.2,10,0, ,0, , ,03/14/1990,959,31.97,-97.13, , ,"","",191
10136668,RAINS CO., ,03/14/1990,1205,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,379, ,0,0, , ,4,50,0, ,0, , ,03/14/1990,1205,32.87,-95.93,32.92,-95.88,"","",192
10069830,LACLEDE CO., ,03/14/1990,1825,Tornado,0,F1,0,0,2500,0,MO,CST, , ,C,105, ,0,0, , ,.5,50,0, ,0, , ,03/14/1990,1825,37.68,-92.67, , ,"","",193
10046732,SABINE PAR., ,03/14/1990,1830,Tornado,0,F1,0,0,25000,0,LA,CST, , ,C,85, ,0,0, , ,.8,30,0, ,0, , ,03/14/1990,1830,31.57,-93.50, , ,"","",194
9990991,DALLAS CO., ,03/14/1990,1940,Tornado,0,F2,1,6,250000,0,AR,CST, , ,C,39, ,0,0, , ,2,200,0, ,0, , ,03/14/1990,1940,33.82,-92.42, , ,"","",195
10069832,CHRISTIAN CO., ,03/14/1990,2000,Tornado,0,F1,0,0,25000,0,MO,CST, , ,C,43, ,0,0, , ,.5,50,0, ,0, , ,03/14/1990,2000,37.02,-93.22, , ,"","",196
9990996,CHICOT CO., ,03/14/1990,2200,Tornado,0,F1,0,0,250000,0,AR,CST, , ,C,17, ,0,0, , ,.2,30,0, ,0, , ,03/14/1990,2200,33.48,-91.33, , ,"","",197
10046734,LAFOURCHE PAR., ,03/15/1990,425,Tornado,0,F0,0,0,25000,0,LA,CST, , ,C,57, ,0,0, , ,.5,23,0, ,0, , ,03/15/1990,425,29.40,-90.28, , ,"","",198
9980818,BALDWIN CO., ,03/15/1990,1545,Tornado,0,F0,0,0,0,0,AL,CST, , ,C,3, ,0,0, , ,.3,10,0, ,0, , ,03/15/1990,1545,30.38,-87.85, , ,"","",199
9980819,BALDWIN CO., ,03/15/1990,1612,Tornado,0,F0,0,0,0,0,AL,CST, , ,C,3, ,0,0, , ,.3,10,0, ,0, , ,03/15/1990,1612,30.48,-87.70, , ,"","",200
9980820,BALDWIN CO., ,03/15/1990,1628,Tornado,0,F0,0,0,0,0,AL,CST, , ,C,3, ,0,0, , ,.3,10,0, ,0, , ,03/15/1990,1628,30.55,-87.58, , ,"","",201
10154026,UINTAH CO., ,03/23/1990,1330,Tornado,0,F0,0,0,250,0,UT,MST, , ,C,47, ,0,0, , ,.2,10,0, ,0, , ,03/23/1990,1330,40.42,-109.50, , ,"","",202
10046736,VERNON PAR., ,03/29/1990,1340,Tornado,0,F1,0,0,25000,0,LA,CST, , ,C,115, ,0,0, , ,.5,30,0, ,0, , ,03/29/1990,1340,30.95,-93.27, , ,"","",203
10046741,JEFFERSON DAVIS PAR., ,03/29/1990,1927,Tornado,0,F1,0,0,25000,0,LA,CST, , ,C,53, ,0,0, , ,.3,23,0, ,0, , ,03/29/1990,1927,30.23,-93.02, , ,"","",204
10046742,ACADIA PAR., ,03/29/1990,2030,Tornado,0,F1,0,0,25000,0,LA,CST, , ,C,1, ,0,0, , ,.3,23,0, ,0, , ,03/29/1990,2030,30.40,-92.22, , ,"","",205
10046746,TERREBONNE PAR., ,03/29/1990,2200,Tornado,0,F1,0,7,250000,0,LA,CST, , ,C,109, ,0,0, , ,2,50,0, ,0, , ,03/29/1990,2200,29.70,-90.78, , ,"","",206
10136692,RUNNELS CO., ,04/01/1990,1510,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,399, ,0,0, , ,.5,50,0, ,0, , ,04/01/1990,1510,31.90,-99.87, , ,"","",207
10146345,PITTSYLVANIA CO., ,04/02/1990,1630,Tornado,0,F0,0,0,250,0,VA,EDT, , ,C,143, ,0,0, , ,.1,10,0, ,0, , ,04/02/1990,1630,37.00,-79.37, , ,"","",208
10146348,CHESTERFIELD CO., ,04/02/1990,1853,Tornado,0,F2,0,0,2500000,0,VA,EDT, , ,C,41, ,0,0, , ,.2,100,0, ,0, , ,04/02/1990,1853,37.35,-77.45, , ,"","",209
10146351,BRUNSWICK CO., ,04/02/1990,2020,Tornado,0,F1,0,1,250000,0,VA,EST, , ,C,25, ,0,0, , ,1,20,0, ,0, , ,04/02/1990,2020,36.72,-77.78, , ,"","",210
10137555,YOUNG CO., ,04/05/1990,1600,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,503, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1600,33.27,-98.60, , ,"","",211
10137775,FISHER CO., ,04/05/1990,1624,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,151, ,0,0, , ,.5,40,0, ,0, , ,04/05/1990,1624,32.55,-100.60, , ,"","",212
10137780,FISHER CO., ,04/05/1990,1645,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,151, ,0,0, , ,.8,70,0, ,0, , ,04/05/1990,1645,32.75,-100.45, , ,"","",213
10137796,TAYLOR CO., ,04/05/1990,1800,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,441, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1800,32.45,-99.73, , ,"","",214
10137797,JONES CO., ,04/05/1990,1822,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,253, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1822,32.58,-99.90, , ,"","",215
10137803,PALO PINTO CO., ,04/05/1990,1840,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,363, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1840,32.75,-98.05, , ,"","",216
10137805,PARKER CO., ,04/05/1990,1847,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,367, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1847,32.83,-97.98, , ,"","",217
10137807,PARKER CO., ,04/05/1990,1853,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,367, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1853,32.82,-97.97, , ,"","",218
10137808,CALLAHAN CO., ,04/05/1990,1855,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,59, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1855,32.23,-99.20, , ,"","",219
10137810,PARKER CO., ,04/05/1990,1858,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,367, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1858,32.85,-97.80, , ,"","",220
10137817,EASTLAND CO., ,04/05/1990,1930,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,133, ,0,0, , ,2,50,0, ,0, , ,04/05/1990,1930,32.22,-98.67, , ,"","",221
10137818,HOPKINS CO., ,04/05/1990,1940,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,223, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,1940,33.13,-95.70, , ,"","",222
10138681,TARRANT CO., ,04/05/1990,2033,Tornado,0,F2,0,0,2500000,0,TX,CST, , ,C,439, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,2033,32.75,-97.35, , ,"","",223
10138906,CORYELL CO., ,04/05/1990,2210,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,99, ,0,0, , ,.2,10,0, ,0, , ,04/05/1990,2210,31.53,-97.68, , ,"","",224
10034321,HARVEY CO., ,04/09/1990,1812,Tornado,0,F0,0,0,25000,0,KS,CST, , ,C,79, ,0,0, , ,19,210,0, ,0, , ,04/09/1990,1812,37.98,-97.65,37.98,-97.17,"","",225
10034326,BUTLER CO., ,04/09/1990,1905,Tornado,0,F0,0,0,25000,0,KS,CST, , ,C,15, ,0,0, , ,1,210,0, ,0, , ,04/09/1990,1905,37.98,-97.17,37.98,-97.15,"","",226
10034327,KINGMAN CO., ,04/09/1990,1918,Tornado,0,F1,0,0,0,0,KS,CST, , ,C,95, ,0,0, , ,7,420,0, ,0, , ,04/09/1990,1918,37.40,-98.23,37.45,-98.10,"","",227
10034330,KINGMAN CO., ,04/09/1990,1950,Tornado,0,F0,0,0,0,0,KS,CST, , ,C,95, ,0,0, , ,1,210,0, ,0, , ,04/09/1990,1950,37.57,-98.12, , ,"","",228
10138918,WICHITA CO., ,04/09/1990,2000,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,485, ,0,0, , ,.2,10,0, ,0, , ,04/09/1990,2000,33.95,-98.70, , ,"","",229
10103229,CARTER CO., ,04/09/1990,2310,Tornado,0,F2,0,4,250000,0,OK,CST, , ,C,19, ,0,0, , ,11,440,0, ,0, , ,04/09/1990,2310,34.13,-97.27,34.22,-97.10,"","",230
9997688,HOUSTON CO., ,04/10/1990,1733,Tornado,0,F1,0,0,25000,0,GA,CST, , ,C,153, ,0,0, , ,.2,50,0, ,0, , ,04/10/1990,1733,32.28,-83.73, , ,"","",231
10088915,CLEVELAND CO., ,04/10/1990,1950,Tornado,0,F0,0,0,25000,0,NC,EST, , ,C,45, ,0,0, , ,.2,30,0, ,0, , ,04/10/1990,1950,35.25,-81.68, , ,"","",232
10138960,BOSQUE CO., ,04/14/1990,350,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,35, ,0,0, , ,1,440,0, ,0, , ,04/14/1990,350,31.95,-97.92, , ,"","",233
10046755,WASHINGTON PAR., ,04/14/1990,1410,Tornado,0,F1,0,0,2500,0,LA,CST, , ,C,117, ,0,0, , ,.5,30,0, ,0, , ,04/14/1990,1410,30.73,-89.85, , ,"","",234
10046756,WASHINGTON PAR., ,04/14/1990,1415,Tornado,0,F1,0,0,2500,0,LA,CST, , ,C,117, ,0,0, , ,.5,30,0, ,0, , ,04/14/1990,1415,30.68,-89.88, , ,"","",235
10139820,PECOS CO., ,04/15/1990,1630,Tornado,0,F2,0,0,2500000,0,TX,CST, , ,C,371, ,0,0, , ,3.5,250,0, ,0, , ,04/15/1990,1630,30.90,-102.83,30.95,-102.80,"","",236
10140033,FISHER CO., ,04/15/1990,1710,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,151, ,0,0, , ,.9,73,0, ,0, , ,04/15/1990,1710,32.70,-100.53, , ,"","",237
10140034,FISHER CO., ,04/15/1990,1738,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,151, ,0,0, , ,.8,70,0, ,0, , ,04/15/1990,1738,32.60,-100.40, , ,"","",238
10140040,NOLAN CO., ,04/15/1990,1844,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,353, ,0,0, , ,.9,60,0, ,0, , ,04/15/1990,1844,32.27,-100.25, , ,"","",239
10140041,COOKE CO., ,04/15/1990,1850,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,97, ,0,0, , ,.2,10,0, ,0, , ,04/15/1990,1850,33.65,-97.47, , ,"","",240
10007443,TWIN FALLS CO., ,04/20/1990,1424,Tornado,0,F0,0,0,0,0,ID,MST, , ,C,83, ,0,0, , ,.2,10,0, ,0, , ,04/20/1990,1424,42.53,-114.25, , ,"","",241
10076218,CHAVES CO., ,04/21/1990,2120,Tornado,0,F0,0,0,0,0,NM,MST, , ,C,5, ,0,0, , ,.2,10,0, ,0, , ,04/21/1990,2120,33.37,-104.55, , ,"","",242
10076220,CHAVES CO., ,04/22/1990,1628,Tornado,0,F0,0,0,0,0,NM,MST, , ,C,5, ,0,0, , ,.2,10,0, ,0, , ,04/22/1990,1628,33.37,-104.55, , ,"","",243
10076224,CHAVES CO., ,04/22/1990,1710,Tornado,0,F0,0,0,0,0,NM,MST, , ,C,5, ,0,0, , ,.2,10,0, ,0, , ,04/22/1990,1710,33.38,-104.55, , ,"","",244
10049054,SWIFT CO., ,04/23/1990,1404,Tornado,0,F0,0,0,0,0,MN,CST, , ,C,151, ,0,0, , ,1,10,0, ,0, , ,04/23/1990,1404,45.27,-95.47, , ,"","",245
10049055,SWIFT CO., ,04/23/1990,1410,Tornado,0,F0,0,0,0,0,MN,CST, , ,C,151, ,0,0, , ,12,10,0, ,0, , ,04/23/1990,1410,45.30,-95.60,45.45,-95.43,"","",246
9997911,HERNANDO CO., ,04/23/1990,1610,Tornado,0,F0,0,0,2500,0,FL,EST, , ,C,53, ,0,0, , ,.5,7,0, ,0, , ,04/23/1990,1610,28.55,-82.45, , ,"","",247
9990194,PLACER CO., ,04/23/1990,1730,Tornado,0,F0,0,0,2500,0,CA,CST, , ,C,61, ,0,0, , ,.2,10,0, ,0, , ,04/23/1990,1730,38.85,-121.17, , ,"","",248
10154027,WEBER CO., ,04/23/1990,1745,Tornado,0,F0,0,1,25000,0,UT,CST, , ,C,57, ,0,0, , ,.1,13,0, ,0, , ,04/23/1990,1745,41.28,-112.05, , ,"","",249
10137003,REAGAN CO., ,04/23/1990,1800,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,383, ,0,0, , ,1.2,80,0, ,0, , ,04/23/1990,1800,31.67,-101.58, , ,"","",250
10137004,BRISCOE CO., ,04/23/1990,1815,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,45, ,0,0, , ,1.3,70,0, ,0, , ,04/23/1990,1815,34.53,-101.23, , ,"","",251
10137005,BRISCOE CO., ,04/23/1990,1835,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,45, ,0,0, , ,1,60,0, ,0, , ,04/23/1990,1835,34.55,-101.20, , ,"","",252
10027359,HANCOCK CO., ,04/23/1990,2100,Tornado,0,F1,0,0,250000,0,IA,CST, , ,C,81, ,0,0, , ,.5,50,0, ,0, , ,04/23/1990,2100,43.27,-93.83, , ,"","",253
10137021,GRAY CO., ,04/24/1990,1711,Tornado,0,F0,0,0,250,0,TX,CST, , ,C,179, ,0,0, , ,1.4,80,0, ,0, , ,04/24/1990,1711,35.17,-100.60, , ,"","",254
10137025,HEMPHILL CO., ,04/24/1990,1930,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,211, ,0,0, , ,1.3,70,0, ,0, , ,04/24/1990,1930,35.75,-100.20, , ,"","",255
10137027,HEMPHILL CO., ,04/24/1990,2015,Tornado,0,F1,0,0,2500,0,TX,CST, , ,C,211, ,0,0, , ,3,130,0, ,0, , ,04/24/1990,2015,35.90,-100.05,35.90,-100.00,"","",256
10137028,LIPSCOMB CO., ,04/24/1990,2057,Tornado,0,F1,0,0,2500,0,TX,CST, , ,C,295, ,0,0, , ,2.5,110,0, ,0, , ,04/24/1990,2057,36.07,-100.15, , ,"","",257
10100988,ELLIS CO., ,04/24/1990,2123,Tornado,0,F2,0,5,2500000,0,OK,CST, , ,C,45, ,0,0, , ,19,250,0, ,0, , ,04/24/1990,2123,36.02,-99.83,36.40,-99.72,"","",258
10137031,DONLEY CO., ,04/24/1990,2140,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,129, ,0,0, , ,1.5,90,0, ,0, , ,04/24/1990,2140,35.13,-100.55, , ,"","",259
10137033,WHEELER CO., ,04/24/1990,2230,Tornado,0,F1,0,1,2500,0,TX,CST, , ,C,483, ,0,0, , ,3.5,140,0, ,0, , ,04/24/1990,2230,35.22,-100.45,35.27,-100.38,"","",260
10137036,WHEELER CO., ,04/24/1990,2317,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,483, ,0,0, , ,4,250,0, ,0, , ,04/24/1990,2317,35.22,-100.28,35.23,-100.22,"","",261
10100997,TEXAS CO., ,04/25/1990,50,Tornado,0,F1,0,0,0,0,OK,CST, , ,C,139, ,0,0, , ,2,50,0, ,0, , ,04/25/1990,50,36.93,-101.08, , ,"","",262
10034344,GRAY CO., ,04/25/1990,1430,Tornado,0,F1,0,0,25000,0,KS,CST, , ,C,69, ,0,0, , ,25,50,0, ,0, , ,04/25/1990,1430,37.60,-100.52,37.95,-100.27,"","",263
10137903,PARKER CO., ,04/25/1990,1530,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,367, ,0,0, , ,4,300,0, ,0, , ,04/25/1990,1530,32.73,-97.85,32.78,-97.83,"","",264
10137904,PARKER CO., ,04/25/1990,1544,Tornado,0,F4,0,0,2500000,0,TX,CST, , ,C,367, ,0,0, , ,10,880,0, ,0, , ,04/25/1990,1544,32.78,-97.83,32.90,-97.75,"","",265
10034345,NESS CO., ,04/25/1990,1607,Tornado,0,F0,0,0,2500,0,KS,CST, , ,C,135, ,0,0, , ,1,50,0, ,0, , ,04/25/1990,1607,38.40,-99.90, , ,"","",266
10137905,PARKER CO., ,04/25/1990,1613,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,367, ,0,0, , ,.2,10,0, ,0, , ,04/25/1990,1613,32.92,-97.70, , ,"","",267
10137906,WISE CO., ,04/25/1990,1620,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,497, ,0,0, , ,5,100,0, ,0, , ,04/25/1990,1620,33.07,-97.72,33.08,-97.67,"","",268
10034346,GOVE CO., ,04/25/1990,1650,Tornado,0,F0,0,0,2500,0,KS,CST, , ,C,63, ,0,0, , ,2,23,0, ,0, , ,04/25/1990,1650,38.77,-100.48, , ,"","",269
10137907,WISE CO., ,04/25/1990,1650,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,497, ,0,0, , ,.2,10,0, ,0, , ,04/25/1990,1650,33.17,-97.65, , ,"","",270
10034347,NESS CO., ,04/25/1990,1700,Tornado,0,F3,0,0,2500000,0,KS,CST, , ,C,135, ,0,0, , ,4,500,0, ,0, , ,04/25/1990,1700,38.62,-99.73,38.68,-99.70,"","",271
10137908,WISE CO., ,04/25/1990,1705,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,497, ,0,0, , ,.2,10,0, ,0, , ,04/25/1990,1705,33.25,-97.62, , ,"","",272
10034348,ROOKS CO., ,04/25/1990,1708,Tornado,0,F1,0,0,2500000,0,KS,CST, , ,C,163, ,0,0, , ,15,100,0, ,0, , ,04/25/1990,1708,39.23,-99.22,39.40,-99.03,"","",273
10034349,TREGO CO., ,04/25/1990,1714,Tornado,0,F3,0,0,2500000,0,KS,CST, , ,C,195, ,0,0, , ,10,500,0, ,0, , ,04/25/1990,1714,38.68,-99.70,38.78,-99.55,"","",274
10137909,COMANCHE CO., ,04/25/1990,1725,Tornado,0,F2,0,0,25000000,0,TX,CST, , ,C,93, ,0,0, , ,1.2,50,0, ,0, , ,04/25/1990,1725,32.08,-98.47,32.10,-98.45,"","",275
10137910,ERATH CO., ,04/25/1990,1727,Tornado,0,F2,0,0,25000000,0,TX,CST, , ,C,143, ,0,0, , ,2.8,50,0, ,0, , ,04/25/1990,1727,32.10,-98.45,32.13,-98.42,"","",276
10034350,OSBORNE CO., ,04/25/1990,1730,Tornado,0,F1,0,0,2500000,0,KS,CST, , ,C,141, ,0,0, , ,15,100,0, ,0, , ,04/25/1990,1730,39.40,-99.03,39.58,-98.93,"","",277
10034351,ELLIS CO., ,04/25/1990,1735,Tornado,0,F3,0,0,2500000,0,KS,CST, , ,C,51, ,0,0, , ,23,500,0, ,0, , ,04/25/1990,1735,38.78,-99.55,39.12,-99.32,"","",278
10034352,SMITH CO., ,04/25/1990,1800,Tornado,0,F1,0,0,2500000,0,KS,CST, , ,C,183, ,0,0, , ,22,100,0, ,0, , ,04/25/1990,1800,39.58,-98.93,39.88,-98.78,"","",279
10138128,COMANCHE CO., ,04/25/1990,1855,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,93, ,0,0, , ,1,50,0, ,0, , ,04/25/1990,1855,31.98,-98.38,32.00,-98.37,"","",280
10138129,ERATH CO., ,04/25/1990,1857,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,143, ,0,0, , ,1,50,0, ,0, , ,04/25/1990,1857,32.00,-98.37,32.02,-98.37,"","",281
10082236,RED WILLOW CO., ,04/25/1990,1900,Tornado,0,F0,0,0,30,0,NE,CST, , ,C,145, ,0,0, , ,.2,20,0, ,0, , ,04/25/1990,1900,40.00,-100.88, , ,"","",282
10138139,ERATH CO., ,04/25/1990,2114,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,143, ,0,0, , ,3,50,0, ,0, , ,04/25/1990,2114,32.50,-98.17,32.55,-98.15,"","",283
10138140,PALO PINTO CO., ,04/25/1990,2122,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,363, ,0,0, , ,1,50,0, ,0, , ,04/25/1990,2122,32.55,-98.15,32.57,-98.13,"","",284
10138143,PARKER CO., ,04/25/1990,2155,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,367, ,0,0, , ,.2,10,0, ,0, , ,04/25/1990,2155,32.67,-97.90, , ,"","",285
9984897,PROWERS CO., ,04/26/1990,1848,Tornado,0,F0,0,0,0,0,CO,MST, , ,C,99, ,0,0, , ,.2,30,0, ,0, , ,04/26/1990,1848,38.08,-102.62, , ,"","",286
10063445,SIMPSON CO., ,04/27/1990,1300,Tornado,0,F2,0,0,250000,0,MS,CST, , ,C,127, ,0,0, , ,5,100,0, ,0, , ,04/27/1990,1300,31.87,-89.70,31.97,-89.78,"","",287
10063448,RANKIN CO., ,04/27/1990,1415,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,121, ,0,0, , ,.5,20,0, ,0, , ,04/27/1990,1415,32.38,-90.00, , ,"","",288
10063449,SCOTT CO., ,04/27/1990,1420,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,123, ,0,0, , ,1,20,0, ,0, , ,04/27/1990,1420,32.58,-89.75, , ,"","",289
10138159,HILL CO., ,04/27/1990,1515,Tornado,0,F2,0,0,0,0,TX,CST, , ,C,217, ,0,0, , ,.2,10,0, ,0, , ,04/27/1990,1515,31.92,-96.80, , ,"","",290
